fund_code,fund_name,nav_date,unit_nav,accumulated_nav,daily_growth_rate_percent,source
110008,易方达稳健收益债券B,2018-02-01,1.2452,2.0548,-0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-02,1.2464,2.056,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-05,1.2445,2.0541,-0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-06,1.2403,2.0499,-0.34,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-07,1.2358,2.0454,-0.36,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-08,1.2347,2.0443,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-09,1.2288,2.0384,-0.48,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-12,1.2335,2.0431,0.38,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-13,1.2358,2.0454,0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-14,1.2377,2.0473,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-22,1.2425,2.0521,0.39,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-23,1.2422,2.0518,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-26,1.2479,2.0575,0.46,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-27,1.2471,2.0567,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-02-28,1.2458,2.0554,-0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-01,1.2485,2.0581,0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-02,1.2456,2.0552,-0.23,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-05,1.2456,2.0552,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-06,1.2496,2.0592,0.32,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-07,1.249,2.0586,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-08,1.251,2.0606,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-09,1.2517,2.0613,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-12,1.2551,2.0647,0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-13,1.2527,2.0623,-0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-14,1.2525,2.0621,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-15,1.2529,2.0625,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-16,1.2525,2.0621,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-19,1.2533,2.0629,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-20,1.2545,2.0641,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-21,1.2551,2.0647,0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-22,1.255,2.0646,-0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-23,1.2546,2.0642,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-26,1.255,2.0646,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-27,1.2563,2.0659,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-28,1.2545,2.0641,-0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-29,1.2561,2.0657,0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-03-30,1.2598,2.0694,0.29,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-02,1.2589,2.0685,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-03,1.2596,2.0692,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-04,1.2587,2.0683,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-09,1.2621,2.0717,0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-10,1.2658,2.0754,0.29,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-11,1.2679,2.0775,0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-12,1.2654,2.075,-0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-13,1.2637,2.0733,-0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-16,1.262,2.0716,-0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-17,1.26,2.0696,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-18,1.2749,2.0845,1.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-19,1.276,2.0856,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-20,1.273,2.0826,-0.24,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-23,1.2712,2.0808,-0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-24,1.2765,2.0861,0.42,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-25,1.2745,2.0841,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-26,1.2709,2.0805,-0.28,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-04-27,1.27,2.0796,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-02,1.2698,2.0794,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-03,1.2725,2.0821,0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-04,1.2721,2.0817,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-07,1.2762,2.0858,0.32,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-08,1.2782,2.0878,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-09,1.2776,2.0872,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-10,1.2768,2.0864,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-11,1.2768,2.0864,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-14,1.2793,2.0889,0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-15,1.2818,2.0914,0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-16,1.2784,2.088,-0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-17,1.2749,2.0845,-0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-18,1.2776,2.0872,0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-21,1.279,2.0886,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-22,1.2792,2.0888,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-23,1.2764,2.086,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-24,1.2732,2.0828,-0.25,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-25,1.2735,2.0831,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-28,1.2756,2.0852,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-29,1.2737,2.0833,-0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-30,1.2678,2.0774,-0.46,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-05-31,1.2697,2.0793,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-01,1.2646,2.0742,-0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-04,1.262,2.0716,-0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-05,1.2609,2.0705,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-06,1.2603,2.0699,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-07,1.2592,2.0688,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-08,1.257,2.0666,-0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-11,1.256,2.0656,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-12,1.2595,2.0691,0.28,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-13,1.258,2.0676,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-14,1.2574,2.067,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-15,1.2576,2.0672,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-19,1.2526,2.0622,-0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-20,1.252,2.0616,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-21,1.2488,2.0584,-0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-22,1.2475,2.0571,-0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-25,1.2438,2.0534,-0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-26,1.2418,2.0514,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-27,1.239,2.0486,-0.23,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-28,1.2363,2.0459,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-29,1.2445,2.0541,0.66,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-06-30,1.2446,2.0542,,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-02,1.2385,2.0481,-0.48,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-03,1.239,2.0486,0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-04,1.2375,2.0471,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-05,1.2383,2.0479,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-06,1.2384,2.048,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-09,1.2452,2.0548,0.55,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-10,1.2443,2.0539,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-11,1.2404,2.05,-0.31,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-12,1.247,2.0566,0.53,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-13,1.2489,2.0585,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-16,1.2475,2.0571,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-17,1.2466,2.0562,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-18,1.2462,2.0558,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-19,1.2478,2.0574,0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-20,1.2551,2.0647,0.59,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-23,1.2602,2.0698,0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-24,1.2647,2.0743,0.36,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-25,1.265,2.0746,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-26,1.2625,2.0721,-0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2018-07-27,1.2634,2.073,0.07,东方财富基金历史净值接口
